"","ID","resp","experiment","Seq"
"1649",108,7,1,37
"1650",108,7,1,38
"974",109,6,0,1
"1651",110,8,1,1
"1652",110,7,1,2
"975",111,7,0,1
"976",111,9,0,2
"977",111,8,0,3
"978",111,8,0,4
"979",111,8,0,5
"980",111,8,0,6
"981",111,7,0,7
"982",111,9,0,8
"983",111,9,0,9
"984",111,6,0,10
"985",111,7,0,11
"986",111,8,0,12
"987",111,8,0,13
"988",111,9,0,14
"989",111,7,0,15
"990",111,8,0,16
"991",111,7,0,17
"992",111,9,0,18
"993",111,7,0,19
"994",111,7,0,20
"995",111,8,0,21
"996",111,8,0,22
"997",111,10,0,23
"998",111,7,0,24
"999",111,9,0,25
"1000",111,8,0,26
"1001",111,9,0,27
"1002",111,9,0,28
"1003",111,8,0,29
"1004",111,7,0,30
"1005",111,8,0,31
"1006",111,8,0,32
"1007",111,7,0,33
"1008",111,8,0,34
"1009",111,8,0,35
"1010",111,9,0,36
"1011",111,10,0,37
"1012",111,7,0,38
"1013",111,7,0,39
"1014",111,7,0,40
"1015",111,7,0,41
"1016",111,7,0,42
"1017",111,8,0,43
"1018",111,8,0,44
"1019",111,9,0,45
"1020",111,6,0,46
"1021",111,6,0,47
"1022",111,7,0,48
"1023",111,7,0,49
"1024",111,8,0,50
"1025",111,7,0,51
"1026",111,8,0,52
"1027",111,7,0,53
"1028",111,8,0,54
"1029",111,8,0,55
"1030",111,8,0,56
